ID,adj.P.Val,P.Value,t,B,logFC,Gene,Genetitle
40357_at,6.52E-01,5.81E-01,-0.556292,-6.38374,-0.0943888,INHBA,inhibin beta A subunit
1630_s_at,6.52E-01,5.81E-01,-0.556131,-6.38383,-0.0582968,SYK,spleen associated tyrosine kinase
36194_at,6.52E-01,5.81E-01,-0.55609,-6.38385,-0.0962552,LRPAP1,LDL receptor related protein associated protein 1
33303_at,6.52E-01,5.81E-01,0.555919,-6.38394,0.0402027,SSPN,sarcospan
36180_s_at,6.52E-01,5.81E-01,-0.555541,-6.38415,-0.0487627,MAPKAPK2,mitogen-activated protein kinase-activated protein kinase 2
1541_f_at,6.53E-01,5.82E-01,0.555075,-6.38441,0.0214164,IFNA6///IFNA5,interferon alpha 6///interferon alpha 5
39632_at,6.53E-01,5.82E-01,0.554548,-6.3847,0.2524369,MMP13,matrix metallopeptidase 13
35369_at,6.53E-01,5.82E-01,0.554154,-6.38492,0.0460675,DTX4,deltex E3 ubiquitin ligase 4
144_at,6.53E-01,5.82E-01,-0.553995,-6.38501,-0.0327992,TK2,"thymidine kinase 2, mitochondrial"
36040_at,6.53E-01,5.82E-01,-0.553861,-6.38508,-0.1561674,SH3BGR,SH3 domain binding glutamate rich protein
36791_g_at,6.54E-01,5.83E-01,0.553011,-6.38555,0.1508319,TPM1,tropomyosin 1 (alpha)
33790_at,6.54E-01,5.83E-01,0.552976,-6.38557,0.1301636,CCL15-CCL14///CCL14,CCL15-CCL14 readthrough (NMD candidate)///C-C motif chemokine ligand 14
35847_at,6.54E-01,5.83E-01,0.552417,-6.38587,0.038196,USP24,ubiquitin specific peptidase 24
41446_f_at,6.54E-01,5.83E-01,0.552401,-6.38588,0.101537,MT1P3///MT1M///MT1G///MT1F,metallothionein 1 pseudogene 3///metallothionein 1M///metallothionein 1G///metallothionein 1F
360_at,6.55E-01,5.84E-01,-0.551332,-6.38647,-0.0833253,ITPKC,inositol-trisphosphate 3-kinase C
39299_at,6.55E-01,5.84E-01,-0.551261,-6.38651,-0.0368994,FASTKD2,FAST kinase domains 2
31646_at,6.55E-01,5.85E-01,-0.550659,-6.38684,-0.0262953,UGT2A2///UGT2A1,UDP glucuronosyltransferase family 2 member A2///UDP glucuronosyltransferase family 2 member A1 complex locus
1035_g_at,6.56E-01,5.86E-01,0.549307,-6.38758,0.0729476,TIMP3,TIMP metallopeptidase inhibitor 3
38447_at,6.56E-01,5.86E-01,-0.549268,-6.3876,-0.0254873,GRK2,G protein-coupled receptor kinase 2
39999_at,6.56E-01,5.86E-01,-0.549241,-6.38761,-0.0483969,CASP10,caspase 10
33920_at,6.56E-01,5.86E-01,0.54908,-6.3877,0.0598985,DIAPH1,diaphanous related formin 1
36639_at,6.56E-01,5.86E-01,-0.548601,-6.38796,-0.0410056,ADSL,adenylosuccinate lyase
37335_at,6.56E-01,5.86E-01,0.548595,-6.38797,0.0420235,DGUOK,deoxyguanosine kinase
1795_g_at,6.57E-01,5.86E-01,-0.548309,-6.38812,-0.0624547,CCND3,cyclin D3
39370_at,6.57E-01,5.86E-01,-0.548281,-6.38814,-0.049228,MAP1LC3B,microtubule associated protein 1 light chain 3 beta
34803_at,6.57E-01,5.86E-01,-0.548084,-6.38825,-0.0335899,USP12,ubiquitin specific peptidase 12
41382_at,6.57E-01,5.87E-01,-0.547527,-6.38855,-0.1697859,DMBT1,deleted in malignant brain tumors 1
31496_g_at,6.57E-01,5.87E-01,-0.547278,-6.38869,-0.0759907,XCL2///XCL1,X-C motif chemokine ligand 2///X-C motif chemokine ligand 1
38275_at,6.57E-01,5.87E-01,-0.547183,-6.38874,-0.0594046,IMP4,"IMP4 homolog, U3 small nucleolar ribonucleoprotein"
38406_f_at,6.58E-01,5.87E-01,0.546476,-6.38912,0.1167876,PTGDS,prostaglandin D2 synthase
39609_at,6.58E-01,5.88E-01,-0.545793,-6.38949,-0.0267641,SIM2,single-minded family bHLH transcription factor 2
41067_at,6.58E-01,5.88E-01,-0.545749,-6.38952,-0.0239934,TRDMT1,tRNA aspartic acid methyltransferase 1
37469_at,6.58E-01,5.88E-01,-0.545524,-6.38964,-0.0376319,KNTC1,kinetochore associated 1
34815_at,6.58E-01,5.88E-01,-0.545312,-6.38975,-0.0271208,EP400,E1A binding protein p400
33242_at,6.58E-01,5.88E-01,0.545259,-6.38978,0.0336114,TSR2,"TSR2, ribosome maturation factor"
31376_at,6.58E-01,5.88E-01,-0.545002,-6.38992,-0.0354389,,
33165_at,6.59E-01,5.89E-01,0.544799,-6.39003,0.0344249,TOE1,"target of EGR1, member 1 (nuclear)"
40684_at,6.59E-01,5.89E-01,-0.54477,-6.39005,-0.0572996,GCHFR,GTP cyclohydrolase I feedback regulator
37101_at,6.59E-01,5.89E-01,-0.5447,-6.39008,-0.0417816,BRMS1,breast cancer metastasis suppressor 1
34255_at,6.59E-01,5.89E-01,0.544206,-6.39035,0.0366503,DGAT1,diacylglycerol O-acyltransferase 1
41369_at,6.59E-01,5.89E-01,0.543556,-6.3907,0.0252963,PNLIP,pancreatic lipase
40267_s_at,6.59E-01,5.90E-01,-0.543447,-6.39076,-0.0283049,LOC100506603,uncharacterized LOC100506603
34738_at,6.59E-01,5.90E-01,-0.54333,-6.39083,-0.0723476,MIR6778///SHMT1,microRNA 6778///serine hydroxymethyltransferase 1
617_at,6.60E-01,5.90E-01,0.542422,-6.39132,0.1348405,ACPP,"acid phosphatase, prostate"
39401_at,6.60E-01,5.90E-01,-0.542298,-6.39138,-0.0377679,ATXN7L3B,ataxin 7 like 3B
40964_at,6.60E-01,5.90E-01,0.542043,-6.39152,0.0887635,HK2,hexokinase 2
1872_at,6.60E-01,5.91E-01,0.541719,-6.3917,0.0218382,RAD51,RAD51 recombinase
33834_at,6.60E-01,5.91E-01,-0.54158,-6.39177,-0.093825,CXCL12,C-X-C motif chemokine ligand 12
33826_at,6.62E-01,5.92E-01,0.539924,-6.39266,0.0396023,CIZ1,CDKN1A interacting zinc finger protein 1
35972_at,6.62E-01,5.92E-01,0.539729,-6.39277,0.0426766,RNASEH2B,ribonuclease H2 subunit B
1212_at,6.62E-01,5.93E-01,0.538807,-6.39326,0.0554398,GSTZ1,glutathione S-transferase zeta 1
38346_at,6.62E-01,5.93E-01,-0.538632,-6.39335,-0.027213,DUS4L,dihydrouridine synthase 4 like
37241_at,6.63E-01,5.93E-01,0.538276,-6.39355,0.0219472,PNMA2,paraneoplastic Ma antigen 2
1741_s_at,6.63E-01,5.93E-01,-0.538007,-6.39369,-0.1614662,IGFBP2,insulin like growth factor binding protein 2
39941_at,6.63E-01,5.94E-01,-0.537274,-6.39408,-0.02154,RAD50,RAD50 double strand break repair protein
36265_at,6.63E-01,5.94E-01,-0.53698,-6.39424,-0.0286962,TBC1D30,TBC1 domain family member 30
40366_at,6.64E-01,5.94E-01,-0.536618,-6.39443,-0.0771662,SELP,selectin P
37536_at,6.64E-01,5.95E-01,0.536095,-6.39471,0.0612866,CD83,CD83 molecule
1045_s_at,6.65E-01,5.96E-01,-0.534621,-6.3955,-0.0678714,RELA,"RELA proto-oncogene, NF-kB subunit"
39939_at,6.65E-01,5.96E-01,0.534396,-6.39562,0.1149895,COL4A6,collagen type IV alpha 6 chain
37017_at,6.66E-01,5.96E-01,0.533765,-6.39595,0.1295469,PLA2G2A,phospholipase A2 group IIA
32868_at,6.66E-01,5.96E-01,-0.533344,-6.39617,-0.3642094,TGM3,transglutaminase 3
408_at,6.66E-01,5.96E-01,0.533278,-6.39621,0.2226235,CXCL1,C-X-C motif chemokine ligand 1
33241_at,6.66E-01,5.97E-01,-0.533044,-6.39633,-0.0432141,MFAP3L,microfibrillar associated protein 3 like
35800_at,6.66E-01,5.97E-01,0.532776,-6.39648,0.0587359,PAFAH1B3,platelet activating factor acetylhydrolase 1b catalytic subunit 3
37868_s_at,6.66E-01,5.97E-01,-0.532528,-6.39661,-0.0293302,MOG,myelin oligodendrocyte glycoprotein
41400_at,6.67E-01,5.97E-01,-0.531957,-6.39691,-0.0753891,TK1,thymidine kinase 1
40260_g_at,6.67E-01,5.97E-01,-0.531834,-6.39697,-0.0589184,RBFOX2,"RNA binding protein, fox-1 homolog 2"
37150_at,6.67E-01,5.98E-01,-0.531454,-6.39718,-0.026253,KLHL20,kelch like family member 20
1410_at,6.67E-01,5.98E-01,0.531174,-6.39732,0.044546,VDR,"vitamin D (1,25- dihydroxyvitamin D3) receptor"
756_at,6.67E-01,5.98E-01,0.531096,-6.39736,0.0501553,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2"
31706_at,6.67E-01,5.98E-01,0.530991,-6.39742,0.2968595,MUC7,"mucin 7, secreted"
33274_f_at,6.67E-01,5.98E-01,0.530933,-6.39745,0.3328452,IGLC1,immunoglobulin lambda constant 1
33305_at,6.67E-01,5.98E-01,0.53089,-6.39747,0.2028604,SERPINB1,serpin family B member 1
1683_at,6.67E-01,5.98E-01,-0.530756,-6.39754,-0.0337243,WT1-AS,WT1 antisense RNA
38427_at,6.68E-01,5.99E-01,0.529802,-6.39805,0.1333396,COL15A1,collagen type XV alpha 1 chain
38752_r_at,6.68E-01,5.99E-01,0.529589,-6.39816,0.0458514,ATP5I,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit E"
37768_at,6.68E-01,5.99E-01,0.529456,-6.39823,0.0470137,MPG,N-methylpurine DNA glycosylase
38700_at,6.69E-01,6.00E-01,-0.528458,-6.39876,-0.0622721,CSRP1,cysteine and glycine rich protein 1
346_s_at,6.69E-01,6.00E-01,-0.528353,-6.39881,-0.0299619,AGTR1,angiotensin II receptor type 1
36879_at,6.69E-01,6.00E-01,0.528038,-6.39898,0.1472072,TYMP,thymidine phosphorylase
679_at,6.69E-01,6.01E-01,0.527243,-6.39939,0.0680388,CTSG,cathepsin G
32982_at,6.70E-01,6.01E-01,-0.526169,-6.39996,-0.0195223,,
38015_at,6.71E-01,6.02E-01,-0.524671,-6.40074,-0.0279605,,
37213_at,6.71E-01,6.03E-01,0.52451,-6.40082,0.0486856,DNASE1L1,deoxyribonuclease 1 like 1
33255_at,6.72E-01,6.03E-01,0.523646,-6.40127,0.0470138,NASP,nuclear autoantigenic sperm protein
41260_at,6.72E-01,6.03E-01,0.523633,-6.40128,0.1195064,DDX17,DEAD-box helicase 17
37312_at,6.72E-01,6.04E-01,0.522842,-6.40169,0.0733644,SERTAD2,SERTA domain containing 2
36637_at,6.73E-01,6.04E-01,-0.522397,-6.40192,-0.0648744,ANXA11,annexin A11
31665_s_at,6.73E-01,6.04E-01,0.522216,-6.40202,0.0862904,EIF2A,eukaryotic translation initiation factor 2A
38856_at,6.73E-01,6.04E-01,0.522041,-6.40211,0.0337031,ADAMTSL3,ADAMTS like 3
33320_at,6.73E-01,6.05E-01,0.521476,-6.4024,0.0378802,HCP5,HLA complex P5 (non-protein coding)
37292_at,6.73E-01,6.05E-01,-0.521076,-6.40261,-0.0494742,MAML1,mastermind like transcriptional coactivator 1
39730_at,6.74E-01,6.05E-01,-0.520715,-6.4028,-0.0586449,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
1533_at,6.74E-01,6.05E-01,-0.520386,-6.40297,-0.0352625,RAD50,RAD50 double strand break repair protein
38257_at,6.74E-01,6.06E-01,0.519647,-6.40335,0.0444563,MIR7113///MIR4691///NDUFS8,microRNA 7113///microRNA 4691///NADH:ubiquinone oxidoreductase core subunit S8
32306_g_at,6.76E-01,6.07E-01,-0.517902,-6.40425,-0.2543774,COL1A2,collagen type I alpha 2 chain
36649_at,6.76E-01,6.07E-01,-0.517519,-6.40445,-0.0388908,EXOSC10,exosome component 10
619_s_at,6.76E-01,6.07E-01,-0.517438,-6.40449,-0.0713173,MS4A1,membrane spanning 4-domains A1
40144_at,6.76E-01,6.07E-01,0.517421,-6.4045,0.0216081,SIRPA,signal regulatory protein alpha
38615_at,6.76E-01,6.08E-01,-0.51721,-6.40461,-0.0417383,OLFM4,olfactomedin 4
39658_at,6.76E-01,6.08E-01,-0.517136,-6.40465,-0.0280841,ZBTB24,zinc finger and BTB domain containing 24
39232_at,6.76E-01,6.08E-01,0.517015,-6.40471,0.054563,LIMS4///LIMS1,LIM zinc finger domain containing 4///LIM zinc finger domain containing 1
40035_at,6.76E-01,6.08E-01,0.516858,-6.40479,0.2311134,KLK11,kallikrein related peptidase 11
34873_at,6.76E-01,6.08E-01,0.51682,-6.40481,0.1255491,NEBL,nebulette
36644_at,6.76E-01,6.08E-01,-0.516779,-6.40483,-0.0853088,CD151,CD151 molecule (Raph blood group)
39393_r_at,6.76E-01,6.08E-01,0.516415,-6.40502,0.0191979,APOH,apolipoprotein H
35785_at,6.76E-01,6.08E-01,-0.516106,-6.40518,-0.0845906,GABARAPL1,GABA type A receptor associated protein like 1
32916_at,6.77E-01,6.09E-01,0.515767,-6.40535,0.0654835,PTPRE,"protein tyrosine phosphatase, receptor type E"
35420_r_at,6.77E-01,6.09E-01,0.515168,-6.40566,0.0277284,ZSWIM8,zinc finger SWIM-type containing 8
34935_at,6.78E-01,6.10E-01,0.514292,-6.40611,0.0861146,FMO2,flavin containing monooxygenase 2
38426_at,6.78E-01,6.10E-01,0.514277,-6.40611,0.0518203,TAF11,TATA-box binding protein associated factor 11
39551_at,6.78E-01,6.10E-01,-0.513992,-6.40626,-0.0545336,PHF21A,PHD finger protein 21A
40799_at,6.78E-01,6.10E-01,-0.513642,-6.40644,-0.0394554,HN1L,hematological and neurological expressed 1 like
1787_at,6.78E-01,6.10E-01,0.513541,-6.40649,0.0802452,CDKN1C,cyclin dependent kinase inhibitor 1C
40869_at,6.78E-01,6.10E-01,0.513381,-6.40657,0.055409,RBM6,RNA binding motif protein 6
39711_at,6.78E-01,6.10E-01,-0.513256,-6.40664,-0.0569727,PRKCSH,protein kinase C substrate 80K-H
37503_at,6.78E-01,6.10E-01,0.513003,-6.40676,0.0219734,TBC1D30,TBC1 domain family member 30
32665_at,6.78E-01,6.11E-01,0.512503,-6.40702,0.0638831,PPM1B,"protein phosphatase, Mg2+/Mn2+ dependent 1B"
1637_at,6.79E-01,6.11E-01,0.511767,-6.4074,0.0735405,MAPKAPK3,mitogen-activated protein kinase-activated protein kinase 3
36211_at,6.80E-01,6.12E-01,-0.510171,-6.40821,-0.0370018,BCL2L2,BCL2 like 2
33667_at,6.80E-01,6.12E-01,0.510157,-6.40821,0.0375382,LOC101060363///PPIA,peptidyl-prolyl cis-trans isomerase A pseudogene///peptidylprolyl isomerase A
40733_f_at,6.80E-01,6.12E-01,-0.510124,-6.40823,-0.0432294,MSX2,msh homeobox 2
37467_at,6.80E-01,6.13E-01,0.509816,-6.40839,0.1321481,IGHD,immunoglobulin heavy constant delta
34898_at,6.81E-01,6.13E-01,-0.509187,-6.40871,-0.1438532,AREG,amphiregulin
33238_at,6.81E-01,6.13E-01,0.509137,-6.40873,0.0892739,LCK,"LCK proto-oncogene, Src family tyrosine kinase"
36231_at,6.81E-01,6.13E-01,-0.509043,-6.40878,-0.0385155,PIK3IP1,phosphoinositide-3-kinase interacting protein 1
37379_at,6.81E-01,6.13E-01,0.508996,-6.4088,0.0425788,SF3A3,splicing factor 3a subunit 3
37448_s_at,6.81E-01,6.13E-01,0.508817,-6.40889,0.0833604,GNAS,GNAS complex locus
32065_at,6.81E-01,6.13E-01,0.508687,-6.40896,0.0736431,CREM,cAMP responsive element modulator
542_at,6.81E-01,6.14E-01,-0.50789,-6.40936,-0.093574,CRABP1,cellular retinoic acid binding protein 1
37522_r_at,6.82E-01,6.14E-01,-0.507453,-6.40958,-0.0233497,ZNF330,zinc finger protein 330
39967_at,6.82E-01,6.15E-01,0.507069,-6.40978,0.1164327,LDOC1,leucine zipper down-regulated in cancer 1
2024_s_at,6.82E-01,6.15E-01,-0.50681,-6.40991,-0.0532708,LYN,"LYN proto-oncogene, Src family tyrosine kinase"
40252_g_at,6.82E-01,6.15E-01,0.506753,-6.40994,0.0250904,,
39807_at,6.82E-01,6.15E-01,0.506513,-6.41006,0.0266447,MCM9,minichromosome maintenance 9 homologous recombination repair factor
41109_at,6.82E-01,6.15E-01,0.506258,-6.41019,0.0245347,C4BPA,complement component 4 binding protein alpha
32098_at,6.83E-01,6.16E-01,-0.505105,-6.41077,-0.1087222,COL6A2,collagen type VI alpha 2 chain
35905_s_at,6.83E-01,6.16E-01,-0.504909,-6.41087,-0.0457759,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
540_at,6.83E-01,6.16E-01,-0.504607,-6.41102,-0.0417628,HSPB2-C11orf52///C11orf52///HSPB2,HSPB2-C11orf52 readthrough (NMD candidate)///chromosome 11 open reading frame 52///heat shock protein family B (small) member 2
34909_at,6.83E-01,6.16E-01,-0.50449,-6.41108,-0.0338539,PHTF2,putative homeodomain transcription factor 2
39594_f_at,6.83E-01,6.16E-01,0.504469,-6.41109,0.0822481,MT1H,metallothionein 1H
41066_at,6.84E-01,6.17E-01,0.503805,-6.41142,0.1113523,SCGB2A1,secretoglobin family 2A member 1
39176_f_at,6.84E-01,6.17E-01,-0.503608,-6.41152,-0.0830001,CEL,carboxyl ester lipase
33461_at,6.84E-01,6.17E-01,-0.503366,-6.41164,-0.0320087,SEMA3A,semaphorin 3A
40031_at,6.84E-01,6.17E-01,-0.502987,-6.41183,-0.2631531,ALDH3A1,aldehyde dehydrogenase 3 family member A1
33454_at,6.85E-01,6.18E-01,-0.502343,-6.41215,-0.0994392,AGRN,agrin
38438_at,6.85E-01,6.18E-01,0.502317,-6.41217,0.0500727,NFKB1,nuclear factor kappa B subunit 1
34986_at,6.85E-01,6.19E-01,0.501176,-6.41274,0.0553922,MPZL2,myelin protein zero like 2
2020_at,6.86E-01,6.19E-01,-0.500994,-6.41283,-0.0862513,CCND1,cyclin D1
32578_at,6.86E-01,6.20E-01,-0.499998,-6.41332,-0.0276184,MLX,"MLX, MAX dimerization protein"
35220_at,6.87E-01,6.20E-01,0.499391,-6.41363,0.0570326,ENPEP,glutamyl aminopeptidase
33773_at,6.87E-01,6.20E-01,0.499136,-6.41375,0.0229622,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
31805_at,6.87E-01,6.21E-01,0.498242,-6.4142,0.1524564,FGFR3,fibroblast growth factor receptor 3
769_s_at,6.87E-01,6.21E-01,0.498071,-6.41428,0.0381036,ANXA2P3///ANXA2P1///ANXA2,annexin A2 pseudogene 3///annexin A2 pseudogene 1///annexin A2
1044_s_at,6.88E-01,6.21E-01,-0.497817,-6.41441,-0.0474912,E2F5,E2F transcription factor 5
160023_at,6.88E-01,6.21E-01,-0.497694,-6.41447,-0.0368746,WNT2,Wnt family member 2
35765_at,6.88E-01,6.22E-01,-0.497176,-6.41472,-0.0288381,ARFRP1,ADP ribosylation factor related protein 1
37161_at,6.89E-01,6.22E-01,0.496105,-6.41525,0.065197,RSL1D1,ribosomal L1 domain containing 1
35825_s_at,6.89E-01,6.22E-01,0.496064,-6.41527,0.0342168,ZBTB18,zinc finger and BTB domain containing 18
1654_at,6.89E-01,6.22E-01,0.495942,-6.41533,0.037507,KIAA1549///BRAF,"KIAA1549///B-Raf proto-oncogene, serine/threonine kinase"
37089_at,6.89E-01,6.23E-01,-0.49524,-6.41568,-0.0246672,ADAM3A,ADAM metallopeptidase domain 3A (pseudogene)
40810_at,6.90E-01,6.23E-01,-0.494787,-6.4159,-0.0463454,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1"
35719_at,6.90E-01,6.23E-01,0.494464,-6.41606,0.0534547,PHLPP1,PH domain and leucine rich repeat protein phosphatase 1
34491_at,6.90E-01,6.24E-01,-0.493503,-6.41654,-0.1085096,OASL,2'-5'-oligoadenylate synthetase like
739_at,6.90E-01,6.24E-01,0.493429,-6.41657,0.0253637,NF1P9///NF1,neurofibromin 1 pseudogene 9///neurofibromin 1
32338_at,6.92E-01,6.26E-01,-0.491167,-6.41768,-0.0732754,DKFZP564C152,DKFZP564C152 protein
39810_at,6.92E-01,6.26E-01,-0.491073,-6.41773,-0.0365291,KXD1,KxDL motif containing 1
40078_at,6.92E-01,6.26E-01,0.491002,-6.41776,0.141004,PRSS23,"protease, serine 23"
1005_at,6.92E-01,6.26E-01,-0.490957,-6.41778,-0.1370332,DUSP1,dual specificity phosphatase 1
36329_at,6.92E-01,6.26E-01,0.49095,-6.41779,0.1656347,SCGB2A2,secretoglobin family 2A member 2
37566_at,6.92E-01,6.26E-01,-0.490924,-6.4178,-0.0232522,PHF24,PHD finger protein 24
35458_r_at,6.92E-01,6.26E-01,-0.490261,-6.41812,-0.021666,ABCB10,ATP binding cassette subfamily B member 10
35796_at,6.92E-01,6.26E-01,-0.490181,-6.41816,-0.0422838,TWF2,twinfilin actin binding protein 2
599_at,6.92E-01,6.27E-01,-0.490038,-6.41823,-0.0528018,HLX,H2.0 like homeobox
1161_at,6.93E-01,6.27E-01,-0.489774,-6.41836,-0.0824671,HSP90AB1,heat shock protein 90 alpha family class B member 1
41612_at,6.93E-01,6.27E-01,-0.489562,-6.41847,-0.0271411,ZNF264,zinc finger protein 264
38834_at,6.93E-01,6.27E-01,0.489454,-6.41852,0.0767586,TOPBP1,topoisomerase (DNA) II binding protein 1
35427_at,6.93E-01,6.27E-01,-0.489366,-6.41856,-0.0225721,DRC3,dynein regulatory complex subunit 3
37983_at,6.93E-01,6.27E-01,-0.488689,-6.41889,-0.0433961,AGTR1,angiotensin II receptor type 1
33665_s_at,6.93E-01,6.27E-01,0.48868,-6.41889,0.0452745,CSF2RA,colony stimulating factor 2 receptor alpha subunit
40444_s_at,6.93E-01,6.28E-01,-0.488447,-6.41901,-0.0776538,TMX2-CTNND1///CTNND1,TMX2-CTNND1 readthrough (NMD candidate)///catenin delta 1
35410_at,6.93E-01,6.28E-01,0.488144,-6.41916,0.1244932,CXCL6,C-X-C motif chemokine ligand 6
36917_at,6.93E-01,6.28E-01,0.48805,-6.4192,0.1023935,LAMA2,laminin subunit alpha 2
41195_at,6.94E-01,6.28E-01,-0.487935,-6.41926,-0.0551818,LPP,LIM domain containing preferred translocation partner in lipoma
33569_at,6.94E-01,6.28E-01,-0.487402,-6.41952,-0.0835379,CLEC10A,C-type lectin domain family 10 member A
40140_at,6.94E-01,6.29E-01,0.48716,-6.41963,0.0371067,RNF103,ring finger protein 103
34576_at,6.94E-01,6.29E-01,-0.486563,-6.41992,-0.0248843,MAGEA8,MAGE family member A8
1451_s_at,6.95E-01,6.29E-01,0.486223,-6.42009,0.2306635,POSTN,periostin
40007_at,6.95E-01,6.30E-01,-0.485311,-6.42053,-0.0632427,IKZF1,IKAROS family zinc finger 1
36632_at,6.95E-01,6.30E-01,0.485054,-6.42065,0.039088,AKAP10,A-kinase anchoring protein 10
39920_r_at,6.96E-01,6.30E-01,0.484593,-6.42088,0.0252581,C1QL1,complement C1q like 1
37647_at,6.96E-01,6.30E-01,0.484422,-6.42096,0.0486502,AOAH,acyloxyacyl hydrolase
35152_at,6.96E-01,6.30E-01,0.484383,-6.42098,0.0466426,RAMP3,receptor (G protein-coupled) activity modifying protein 3
34607_at,6.96E-01,6.31E-01,0.483838,-6.42124,0.0563011,ICOS,inducible T-cell costimulator
41827_f_at,6.96E-01,6.31E-01,0.48381,-6.42125,0.241264,GUSBP11,"glucuronidase, beta pseudogene 11"
37145_at,6.96E-01,6.31E-01,0.483391,-6.42146,0.1165567,GNLY,granulysin
1636_g_at,6.97E-01,6.32E-01,-0.482031,-6.42211,-0.0519054,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
39122_at,6.97E-01,6.32E-01,-0.481876,-6.42218,-0.0605278,GPI,glucose-6-phosphate isomerase
40187_at,6.97E-01,6.32E-01,0.481637,-6.4223,0.0228893,DDX52,DEAD-box helicase 52
1910_s_at,6.98E-01,6.33E-01,-0.481149,-6.42253,-0.0284739,BCL2,"BCL2, apoptosis regulator"
39066_at,6.98E-01,6.33E-01,0.481038,-6.42259,0.130583,MFAP4,microfibrillar associated protein 4
2080_s_at,6.98E-01,6.33E-01,-0.480969,-6.42262,-0.0227576,ERCC6,"ERCC excision repair 6, chromatin remodeling factor"
40575_at,6.98E-01,6.33E-01,0.480226,-6.42297,0.0866036,DLG5,discs large MAGUK scaffold protein 5
33888_at,6.98E-01,6.33E-01,-0.480211,-6.42298,-0.0300658,ACTR1B,"ARP1 actin-related protein 1 homolog B, centractin beta"
37196_at,6.98E-01,6.34E-01,-0.480015,-6.42308,-0.0596583,CDH5,cadherin 5
36086_at,6.99E-01,6.34E-01,-0.479472,-6.42333,-0.021181,CCNH,cyclin H
216_at,6.99E-01,6.34E-01,-0.479148,-6.42349,-0.1039444,PTGDS,prostaglandin D2 synthase
38119_at,6.99E-01,6.34E-01,-0.479019,-6.42355,-0.050005,GYPC,glycophorin C (Gerbich blood group)
38482_at,6.99E-01,6.34E-01,-0.478768,-6.42367,-0.1378534,CLDN7,claudin 7
160027_s_at,6.99E-01,6.35E-01,0.478212,-6.42394,0.0520366,IGF2R,insulin like growth factor 2 receptor
39867_at,7.00E-01,6.35E-01,-0.477874,-6.4241,-0.042286,TUFM,"Tu translation elongation factor, mitochondrial"
39958_at,7.00E-01,6.35E-01,-0.477661,-6.4242,-0.0265202,SOCS6,suppressor of cytokine signaling 6
38072_at,7.00E-01,6.36E-01,0.477054,-6.42449,0.0885809,RSRP1,arginine and serine rich protein 1
31870_at,7.00E-01,6.36E-01,-0.476974,-6.42452,-0.1319463,CD37,CD37 molecule
32552_at,7.00E-01,6.36E-01,-0.476802,-6.42461,-0.0687873,RBP4,retinol binding protein 4
35775_at,7.00E-01,6.36E-01,-0.476661,-6.42467,-0.0306126,SMYD2,SET and MYND domain containing 2
38748_at,7.01E-01,6.37E-01,-0.475702,-6.42513,-0.0525277,ADARB1,"adenosine deaminase, RNA specific B1"
394_at,7.01E-01,6.37E-01,-0.47532,-6.42531,-0.0365584,BLMH,bleomycin hydrolase
37679_at,7.01E-01,6.37E-01,0.475187,-6.42537,0.1030408,IFRD1,interferon related developmental regulator 1
36134_at,7.01E-01,6.37E-01,0.474986,-6.42547,0.0902051,OLFM1,olfactomedin 1
33979_at,7.01E-01,6.37E-01,0.474771,-6.42557,0.060571,RNASE3,ribonuclease A family member 3
38709_at,7.02E-01,6.38E-01,-0.474374,-6.42576,-0.033227,LOC101929959///BMS1,"ribosome biogenesis protein BMS1 homolog///BMS1, ribosome biogenesis factor"
38969_at,7.02E-01,6.38E-01,-0.474046,-6.42591,-0.059678,MYDGF,myeloid derived growth factor
1249_at,7.03E-01,6.39E-01,0.47261,-6.42659,0.0313097,GAB1,GRB2 associated binding protein 1
33883_at,7.03E-01,6.39E-01,-0.472513,-6.42663,-0.0613946,EFS,embryonal Fyn-associated substrate
1086_at,7.04E-01,6.40E-01,-0.471196,-6.42725,-0.0327613,CSF2RB,colony stimulating factor 2 receptor beta common subunit
181_g_at,7.04E-01,6.40E-01,0.471135,-6.42728,0.0441351,MBOAT7,membrane bound O-acyltransferase domain containing 7
36634_at,7.04E-01,6.40E-01,-0.470684,-6.42749,-0.1120216,BTG2,BTG anti-proliferation factor 2
39732_at,7.04E-01,6.40E-01,0.470432,-6.42761,0.0598329,MAP7,microtubule associated protein 7
1386_at,7.05E-01,6.41E-01,0.469747,-6.42793,0.0199799,PTPN9,"protein tyrosine phosphatase, non-receptor type 9"
38024_at,7.05E-01,6.41E-01,-0.469644,-6.42798,-0.0528254,RUFY3,RUN and FYVE domain containing 3
271_s_at,7.05E-01,6.41E-01,0.469515,-6.42804,0.0216048,CTSE,cathepsin E
34226_at,7.05E-01,6.41E-01,0.469433,-6.42808,0.0273358,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5
